,title,category,latitude,longitude,address,link,monday,tuesday,wednesday,thursday,friday,saturday,sunday,date,time
387,Alternative Music Foundation,Live music venue,37.879658,-122.29935,"924 Gilman St, Berkeley, CA 94710",https://www.google.com/maps/place/Alternative+Music+Foundation/data=!4m2!3m1!1s0x80857ec9cb6639f1:0x49ec1cc7e7dc57fc!10m1!1e1,Closed,Closed,Closed,Closed,7 PM–12 AM,7 PM–12 AM,5–10 PM,,
388,The Starving Musician - Berkeley,Music store,37.864379,-122.267892,"2474 Shattuck Ave., Berkeley, CA 94704",https://www.google.com/maps/place/The+Starving+Musician+-+Berkeley/data=!4m2!3m1!1s0x80857e82fb2edb75:0x5b272f4da2b5324c!10m1!1e1,11 AM–7 PM,11 AM–7 PM,11 AM–7 PM,11 AM–7 PM,11 AM–7 PM,11 AM–6 PM,12–6 PM,,
389,Children's Discovery Museum of San Jose,Children's museum,37.326992,-121.892082,"180 Woz Way, San Jose, CA 95110",https://www.google.com/maps/place/Children's+Discovery+Museum+of+San+Jose/data=!4m2!3m1!1s0x808fccafb1f9201f:0x35c1930907271c51!10m1!1e1,,,,,,,,,
390,Exploratorium,Science museum,37.801665,-122.397348,"Pier 15 Embarcadero at, Green St, San Francisco, CA 94111",https://www.google.com/maps/place/Exploratorium/data=!4m2!3m1!1s0x808586d4e4e56b93:0xb239bfbb3aff1c0!10m1!1e1,,,,,,,,,
391,California Academy of Sciences,Science museum,37.769865,-122.466095,"55 Music Concourse Dr, San Francisco, CA 94118",https://www.google.com/maps/place/California+Academy+of+Sciences/data=!4m2!3m1!1s0x80858743acfb4421:0x1b8487cfc077cab9!10m1!1e1,,,,,,,,,
392,Hiller Aviation Museum,Museum,37.512718,-122.253009,"601 Skyway Rd, San Carlos, CA 94070",https://www.google.com/maps/place/Hiller+Aviation+Museum/data=!4m2!3m1!1s0x808fa208b52fb3ef:0x99d920cb27fbde50!10m1!1e1,,,,,,,,,
393,The Contemporary Jewish Museum,Art museum,37.786003,-122.403672,"736 Mission St, San Francisco, CA 94103",https://www.google.com/maps/place/The+Contemporary+Jewish+Museum/data=!4m2!3m1!1s0x80858087c51f8a43:0xa9ef23db8123b49c!10m1!1e1,,,,,,,,,
394,The Walt Disney Family Museum,Museum,37.801378,-122.458643,"104 Montgomery St, San Francisco, CA 94129",https://www.google.com/maps/place/The+Walt+Disney+Family+Museum/data=!4m2!3m1!1s0x808586d82ad9fee5:0x551f9b2e159866f5!10m1!1e1,,,,,,,,,
395,CuriOdyssey,Science museum,37.5907,-122.3196,"1651 Coyote Point Dr, San Mateo, CA 94401",https://www.google.com/maps/place/CuriOdyssey/data=!4m2!3m1!1s0x808f9dc851530a89:0x4282a0e8b5ff604c!10m1!1e1,,,,,,,,,
396,Blackhawk Museum,Museum,37.801352,-121.917187,"3700 Blackhawk Plaza Cir, Danville, CA 94506",https://www.google.com/maps/place/Blackhawk+Museum/data=!4m2!3m1!1s0x808f8ca9a1e87965:0x5a6c1fbde1b646e7!10m1!1e1,,,,,,,,,
397,Fine Arts Museums of San Francisco,Art museum,37.771516,-122.468647,"50 Hagiwara Tea Garden Dr, San Francisco, CA 94118",https://www.google.com/maps/place/Fine+Arts+Museums+of+San+Francisco/data=!4m2!3m1!1s0x8085877255555555:0x89f5fb6330aa6a3d!10m1!1e1,,,,,,,,,
398,Musée Mécanique,Museum,37.809304,-122.415968,"Pier 45, San Francisco, CA 94133",https://www.google.com/maps/place/Mus%C3%A9e+M%C3%A9canique/data=!4m2!3m1!1s0x808580e254330009:0xed9aa8b90062eab8!10m1!1e1,,,,,,,,,
399,The Tech Interactive,Museum,37.33149,-121.890236,"201 S Market St, San Jose, CA 95113",https://www.google.com/maps/place/The+Tech+Interactive/data=!4m2!3m1!1s0x808fccbad5c8c147:0x1ea76fb9e66a7106!10m1!1e1,,,,,,,,,
400,Children's Creativity Museum,Children's museum,37.783344,-122.402304,"221 4th St, San Francisco, CA 94103",https://www.google.com/maps/place/Children's+Creativity+Museum/data=!4m2!3m1!1s0x80858087438c54b7:0x9229072a5964c7fb!10m1!1e1,,,,,,,,,
401,Lafayette Park,Park,37.79165,-122.427589,"Gough St &, Washington St, San Francisco, CA 94109",https://www.google.com/maps/place/Lafayette+Park/data=!4m2!3m1!1s0x808580c11ab4730b:0xc33e31debab892e0!10m1!1e1,,,,,,,,,
402,John McLaren Park,Park,37.719287,-122.418315,"100 John F Shelley Dr, San Francisco, CA 94134",https://www.google.com/maps/place/John+McLaren+Park/data=!4m2!3m1!1s0x808f7eee9fa0bfeb:0xd5653ca14ef32873!10m1!1e1,,,,,,,,,
403,Rincon Park,Park,37.791613,-122.389951,"The Embarcadero & Folsom St, San Francisco, CA 94105",https://www.google.com/maps/place/Rincon+Park/data=!4m2!3m1!1s0x8085806ffb969c91:0xc41ceaed49162ccc!10m1!1e1,,,,,,,,,
404,Jefferson Square Park,Park,37.78185,-122.425678,"950 Gough St, San Francisco, CA 94102",https://www.google.com/maps/place/Jefferson+Square+Park/data=!4m2!3m1!1s0x808580bd0b7fae2d:0xaad16049ae0b1ed!10m1!1e1,,,,,,,,,
405,Golden Gate Park,Park,37.76892,-122.482977,"San Francisco, CA",https://www.google.com/maps/place/Golden+Gate+Park/data=!4m2!3m1!1s0x808587726045f763:0x71be8b68ef3ba730!10m1!1e1,,,,,,,,,
406,Dolores Park,Park,37.75977,-122.427114,"Dolores St &, 19th St, San Francisco, CA 94114",https://www.google.com/maps/place/Dolores+Park/data=!4m2!3m1!1s0x808f7e1779aa70a7:0xa618e4eff1228d60!10m1!1e1,,,,,,,,,
407,Pioneer Park,City park,37.80312,-122.405878,"Coit Tower, 1 Telegraph Hill Blvd, San Francisco, CA 94133",https://www.google.com/maps/place/Pioneer+Park/data=!4m2!3m1!1s0x808580f7217dce23:0x548a37271ccb4d43!10m1!1e1,,,,,,,,,
408,Salesforce Park,Park,37.789739,-122.396166,"425 Mission St, San Francisco, CA 94105",https://www.google.com/maps/place/Salesforce+Park/data=!4m2!3m1!1s0x8085806348b6dc0b:0x68829c972fa3a749!10m1!1e1,,,,,,,,,
409,Alta Plaza Park,City park,37.791209,-122.437705,"Jackson St. &, Steiner St, San Francisco, CA 94115",https://www.google.com/maps/place/Alta+Plaza+Park/data=!4m2!3m1!1s0x808580cf24842f9d:0xffb0154102337e61!10m1!1e1,,,,,,,,,
410,Francisco Park,Park,37.804386,-122.421004,"Russian Hill Park, Bay St &, Larkin St, San Francisco, CA 94109",https://www.google.com/maps/place/Francisco+Park/data=!4m2!3m1!1s0x80858127459fabad:0x808ba520e5e9edb7!10m1!1e1,,,,,,,,,
411,Buena Vista Park,City park,37.770371,-122.443178,"Buena Vista & Haight Street, San Francisco, CA 94117",https://www.google.com/maps/place/Buena+Vista+Park/data=!4m2!3m1!1s0x808580abd7efe773:0x7c605166dd4bdc40!10m1!1e1,,,,,,,,,
412,Alamo Square,Park,37.776369,-122.434819,"Hayes St, San Francisco, CA 94117",https://www.google.com/maps/place/Alamo+Square/data=!4m2!3m1!1s0x808580a5506817e5:0x974b45672412fa15!10m1!1e1,,,,,,,,,
413,Ina Coolbrith Park,City park,37.798274,-122.413459,"Vallejo & Taylor, Vallejo St., San Francisco, CA 94133",https://www.google.com/maps/place/Ina+Coolbrith+Park/data=!4m2!3m1!1s0x808580ee05a41e77:0xc6bd2f40a566f1b0!10m1!1e1,,,,,,,,,
414,Holly Park,Park,37.737212,-122.419935,"625 Holly Park Cir, San Francisco, CA 94110",https://www.google.com/maps/place/Holly+Park/data=!4m2!3m1!1s0x808f7e5eea44c56b:0xcff3af82619d936e!10m1!1e1,,,,,,,,,
415,Fay Park,City park,37.802858,-122.417917,"2366 Leavenworth St, San Francisco, CA 94133",https://www.google.com/maps/place/Fay+Park/data=!4m2!3m1!1s0x808580e5da789445:0x47181d22223ba60f!10m1!1e1,,,,,,,,,
416,Duboce Park,Park,37.769597,-122.433334,"Scott St, San Francisco, CA 94114",https://www.google.com/maps/place/Duboce+Park/data=!4m2!3m1!1s0x808580a70bb070c1:0x19a1571f9bb18542!10m1!1e1,,,,,,,,,
417,Huntington Park,City park,37.792266,-122.41214,"California St & Taylor St, San Francisco, CA 94108",https://www.google.com/maps/place/Huntington+Park/data=!4m2!3m1!1s0x8085808d679987cd:0x4e30644c4c64fced!10m1!1e1,,,,,,,,,
418,Crissy Field,Park,37.804026,-122.465016,"1199 E Beach, San Francisco, CA 94129",https://www.google.com/maps/place/Crissy+Field/data=!4m2!3m1!1s0x808586dc8525b355:0x5b15912201aa3600!10m1!1e1,,,,,,,,,
419,Grandview Park,Park,37.756422,-122.471736,"Moraga &, 14th Ave, San Francisco, CA 94122",https://www.google.com/maps/place/Grandview+Park/data=!4m2!3m1!1s0x808587602e7a2d15:0x6957dbab1942eef7!10m1!1e1,,,,,,,,,
420,Jack Early Park,City park,37.80487,-122.408167,"San Francisco, CA 94133",https://www.google.com/maps/place/Jack+Early+Park/data=!4m2!3m1!1s0x808580fa1229ce0f:0xe53fecc4579befb7!10m1!1e1,,,,,,,,,
421,The Grand,Night club,37.7791,-122.3979,"520 4th St, San Francisco, CA 94107",https://www.google.com/maps/place/The+Grand/data=!4m2!3m1!1s0x8085807f64c2a73b:0x1fc4c51983c7616e!10m1!1e1,,,,,,,,,
422,Hawthorn SF Nightclub and Lounge,Night club,37.787992,-122.404294,"46 Geary St, San Francisco, CA 94108",https://www.google.com/maps/place/Hawthorn+SF+Nightclub+and+Lounge/data=!4m2!3m1!1s0x80858088584b99ad:0x336af760df71047c!10m1!1e1,,,,,,,,,
423,Cat Club,Bar,37.775371,-122.409871,"1190 Folsom St, San Francisco, CA 94103",https://www.google.com/maps/place/Cat+Club/data=!4m2!3m1!1s0x808580827e037057:0x8a92272bbdcb8523!10m1!1e1,,,,,,,,,
424,Raven Bar,Dance club,37.775745,-122.408841,"1151 Folsom St, San Francisco, CA 94103",https://www.google.com/maps/place/Raven+Bar/data=!4m2!3m1!1s0x808580827178447f:0xebe9b276f8afb6a9!10m1!1e1,,,,,,,,,
425,Club Six,Night club,37.781334,-122.409606,"60 6th St, San Francisco, CA 94103",https://www.google.com/maps/place/Club+Six/data=!4m2!3m1!1s0x808580845cbe5ab5:0x3bb11579d7600d4b!10m1!1e1,,,,,,,,,
426,The Valencia Room,Night club,37.762506,-122.421412,"647 Valencia St, San Francisco, CA 94110",https://www.google.com/maps/place/The+Valencia+Room/data=!4m2!3m1!1s0x808f7e22d75e1f63:0xcbd646b7e9a03de9!10m1!1e1,,,,,,,,,
427,Providence Night Club,Night club,37.789462,-122.420603,"1351 Polk St, San Francisco, CA 94109",https://www.google.com/maps/place/Providence+Night+Club/data=!4m2!3m1!1s0x80858094f1cc488d:0x241efd8e02c48a76!10m1!1e1,,,,,,,,,
428,F8 Nightclub & Bar,Night club,37.775266,-122.410037,"1192 Folsom St, San Francisco, CA 94103",https://www.google.com/maps/place/F8+Nightclub+%26+Bar/data=!4m2!3m1!1s0x8085808280e2949b:0xee7a882d4f00f067!10m1!1e1,,,,,,,,,
429,Sam's Cable Car Lounge,Bar,37.786786,-122.408003,"222 Powell St, San Francisco, CA 94102",https://www.google.com/maps/place/Sam's+Cable+Car+Lounge/data=!4m2!3m1!1s0x8085808f3a58ffb3:0xf2c947b9bb92186a!10m1!1e1,,,,,,,,,
430,Monroe SF,Night club,37.797965,-122.404951,"473 Broadway, San Francisco, CA 94133",https://www.google.com/maps/place/Monroe+SF/data=!4m2!3m1!1s0x808580f457e4813b:0x2d9a643441109075!10m1!1e1,,,,,,,,,
431,Madrone Art Bar,Bar,37.774201,-122.437375,"500 Divisadero St, San Francisco, CA 94117",https://www.google.com/maps/place/Madrone+Art+Bar/data=!4m2!3m1!1s0x808580afaf7b56a5:0x1ba75c38fe00e92a!10m1!1e1,,,,,,,,,
432,Monarch,Night club,37.780986,-122.4085,"101 6th St, San Francisco, CA 94103",https://www.google.com/maps/place/Monarch/data=!4m2!3m1!1s0x80858084132f6fdf:0x74c01c75436c9aa4!10m1!1e1,,,,,,,,,
433,The Great Northern,Night club,37.767469,-122.406506,"119 Utah St, San Francisco, CA 94103",https://www.google.com/maps/place/The+Great+Northern/data=!4m2!3m1!1s0x808f7e2de054c91d:0xfe76d695fd77b065!10m1!1e1,,,,,,,,,
434,Temple Nightclub San Francisco,Night club,37.787964,-122.397231,"540 Howard St, San Francisco, CA 94105",https://www.google.com/maps/place/Temple+Nightclub+San+Francisco/data=!4m2!3m1!1s0x8085810ff37604bf:0x730ce95dc0240040!10m1!1e1,,,,,,,,,
435,DNA Lounge,Night club,37.77111,-122.412773,"375 11th St, San Francisco, CA 94103",https://www.google.com/maps/place/DNA+Lounge/data=!4m2!3m1!1s0x808f7e289d88f873:0x5294f91af5544752!10m1!1e1,,,,,,,,,
436,Pura Club,Night club,37.778096,-122.40576,"1015 Folsom St, San Francisco, CA 94103",https://www.google.com/maps/place/Pura+Club/data=!4m2!3m1!1s0x8085808197e10547:0xa8025147d4876e74!10m1!1e1,,,,,,,,,
437,Audio Nightclub,Night club,37.771433,-122.413776,"316 11th St, San Francisco, CA 94103",https://www.google.com/maps/place/Audio+Nightclub/data=!4m2!3m1!1s0x808f7e2633438efb:0x6ff10c7fdc6d0ad8!10m1!1e1,,,,,,,,,
438,Charmaine's Rooftop Bar & Lounge,Cocktail bar,37.780882,-122.412673,"45 McAllister St, San Francisco, CA 94102",https://www.google.com/maps/place/Charmaine's+Rooftop+Bar+%26+Lounge/data=!4m2!3m1!1s0x80858084d23e6145:0xcbde03a54558366c!10m1!1e1,,,,,,,,,
439,OASIS,Gay night club,37.771895,-122.414415,"298 11th St, San Francisco, CA 94103",https://www.google.com/maps/place/OASIS/data=!4m2!3m1!1s0x808f7e27b9da7ab7:0x655fff27a52fb94!10m1!1e1,,,,,,,,,
440,Li Po Cocktail Lounge,Cocktail bar,37.79542,-122.406458,"916 Grant Ave, San Francisco, CA 94108",https://www.google.com/maps/place/Li+Po+Cocktail+Lounge/data=!4m2!3m1!1s0x808580f4ae0a2af9:0xfaa5ec641935086c!10m1!1e1,,,,,,,,,
441,Mauna Loa Club,Bar,37.797311,-122.435694,"3009 Fillmore St, San Francisco, CA 94123",https://www.google.com/maps/place/Mauna+Loa+Club/data=!4m2!3m1!1s0x808580d076e0775d:0xd40cbc3643c1d658!10m1!1e1,,,,,,,,,
442,Badlands San Francisco,Gay bar,37.760703,-122.435531,"4121 18th St, San Francisco, CA 94114",https://www.google.com/maps/place/Badlands+San+Francisco/data=!4m2!3m1!1s0x808f7e04ccef77b1:0x88e83a01d0cc545!10m1!1e1,,,,,,,,,
443,Last Call Bar,Bar,37.761137,-122.432488,"3988 18th St, San Francisco, CA 94114",https://www.google.com/maps/place/Last+Call+Bar/data=!4m2!3m1!1s0x808f7e1baa6ba859:0xc47595651e267237!10m1!1e1,,,,,,,,,
444,Hi Tops,Gay bar,37.764972,-122.431802,"2247 Market St, San Francisco, CA 94114",https://www.google.com/maps/place/Hi+Tops/data=!4m2!3m1!1s0x808f7e1c46a84e35:0x1d71bd57114e11b6!10m1!1e1,,,,,,,,,
445,The EndUp,Night club,37.777312,-122.403745,"401 6th St, San Francisco, CA 94103",https://www.google.com/maps/place/The+EndUp/data=!4m2!3m1!1s0x808580802ee4053b:0x4281fda2508003e3!10m1!1e1,,,,,,,,,
446,San Francisco Eagle Bar,Gay night club,37.769994,-122.413405,"398 12th St, San Francisco, CA 94103",https://www.google.com/maps/place/San+Francisco+Eagle+Bar/data=!4m2!3m1!1s0x808f7e261bbf0e79:0xffc98cc7fc95768f!10m1!1e1,,,,,,,,,
447,Tunnel Top Lounge and Bar,Bar,37.790202,-122.407397,"601 Bush St, San Francisco, CA 94108",https://www.google.com/maps/place/Tunnel+Top+Lounge+and+Bar/data=!4m2!3m1!1s0x8085808c00ed3ea9:0x993359baff931bf3!10m1!1e1,,,,,,,,,
448,83 Proof,Bar,37.790154,-122.397772,"83 1st St, San Francisco, CA 94105",https://www.google.com/maps/place/83+Proof/data=!4m2!3m1!1s0x80858063105c6faf:0x904f129596e3e018!10m1!1e1,,,,,,,,,
449,International Sports Bar,Sports bar,37.803934,-122.415182,"1000 Columbus Ave, San Francisco, CA 94133",https://www.google.com/maps/place/International+Sports+Bar/data=!4m2!3m1!1s0x808580e505bbb171:0x165191e6fa974934!10m1!1e1,,,,,,,,,
450,Aunt Charlie's Lounge,Gay bar,37.78294,-122.411421,"133 Turk St, San Francisco, CA 94102",https://www.google.com/maps/place/Aunt+Charlie's+Lounge/data=!4m2!3m1!1s0x8085808541bedd17:0x9ba05cb6d39264ca!10m1!1e1,,,,,,,,,
451,Fireside Bar,Cocktail bar,37.764009,-122.46446,"603 Irving St, San Francisco, CA 94122",https://www.google.com/maps/place/Fireside+Bar/data=!4m2!3m1!1s0x8085875c0c55f68b:0xb2ac71c789bbe13!10m1!1e1,,,,,,,,,
452,Rosie the Riveter National Historical Park,National reserve,37.909708,-122.357222,"1414 Harbour Way S #3000, Richmond, CA 94804",https://www.google.com/maps/place/Rosie+the+Riveter+National+Historical+Park/data=!4m2!3m1!1s0x8085787eb1401a3d:0xc760a8c36ff6686a!10m1!1e1,,,,,,,,,
453,Red Oak Victory,Museum,37.905663,-122.365683,"1337 Canal Boulevard Berth 5, Richmond, CA 94804",https://www.google.com/maps/place/Red+Oak+Victory/data=!4m2!3m1!1s0x808582968c6a9633:0x2f7fb85c7b72f6e9!10m1!1e1,,,,,,,,,
454,Lacis Museum of Lace and Textiles,Handicraft museum,37.8549,-122.269408,"2982 Adeline St, Berkeley, CA 94703",https://www.google.com/maps/place/Lacis+Museum+of+Lace+and+Textiles/data=!4m2!3m1!1s0x80857e7e46c9f88b:0xbd81c3841fa7b924!10m1!1e1,,,,,,,,,
455,John Hinkel Park,Park,37.895369,-122.272832,"41 Somerset Pl, Berkeley, CA 94707",https://www.google.com/maps/place/John+Hinkel+Park/data=!4m2!3m1!1s0x808579530f3f27e3:0x839ecd2bfddc88d9!10m1!1e1,,,,,,,,,
456,Cal Performances,Performing arts theater,37.869046,-122.260687,"101 Zellerbach Hall, Berkeley, CA 94720",https://www.google.com/maps/place/Cal+Performances/data=!4m2!3m1!1s0x80857d8d05bc0bd9:0x5cd8aa0b5d46f076!10m1!1e1,,,,,,,,,
457,San Francisco Symphony,Orchestra,37.777637,-122.420692,"201 Van Ness Ave, San Francisco, CA 94102",https://www.google.com/maps/place/San+Francisco+Symphony/data=!4m2!3m1!1s0x80858098badb3a4d:0xf607dab64da19030!10m1!1e1,,,,,,,,,
458,Kip’s Bar and Grill,Bar & grill,37.867993,-122.259592,"2439 Durant Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Kip%E2%80%99s+Bar+and+Grill/data=!4m2!3m1!1s0x80857c2f4d028897:0x8899b025af05f5e0!10m1!1e1,Closed,6 PM–2 AM,6 PM–2 AM,6 PM–2 AM,6 PM–2 AM,6 PM–2 AM,6 PM–2 AM,,
459,Henry's Bar & Restaurant,Bar & grill,37.867985,-122.256579,"2600 Durant Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Henry's+Bar+%26+Restaurant/data=!4m2!3m1!1s0x80857c2fafbe5a3b:0xdaa5622c1a2e7ec9!10m1!1e1,4–10 PM,4–10 PM,4–10 PM,4–10 PM,4–10 PM,4–10 PM,4–10 PM,,
460,East Bay Spice Company,Bar,37.87022,-122.266069,"2134 Oxford St, Berkeley, CA 94704",https://www.google.com/maps/place/East+Bay+Spice+Company/data=!4m2!3m1!1s0x80857e9d8d7538c1:0x27e77012cdecf82c!10m1!1e1,2 PM–2 AM,2 PM–2 AM,2 PM–2 AM,2 PM–2 AM,2 PM–2 AM,2 PM–2 AM,2 PM–2 AM,,
461,Bottom of the Hill,Live music venue,37.764978,-122.396439,"1233 17th St, San Francisco, CA 94107",https://www.google.com/maps/place/Bottom+of+the+Hill/data=!4m2!3m1!1s0x808f7fcc064bc741:0x7f2858c020d2203b!10m1!1e1,,,,,,,,,
462,Great American Music Hall,Concert hall,37.784961,-122.418878,"859 O'Farrell St, San Francisco, CA 94109",https://www.google.com/maps/place/Great+American+Music+Hall/data=!4m2!3m1!1s0x80858096ceaf9e23:0xe52ea5e4cf448aba!10m1!1e1,,,,,,,,,
463,Boom Boom Room,Live music venue,37.784606,-122.433237,"1601 Fillmore St, San Francisco, CA 94115",https://www.google.com/maps/place/Boom+Boom+Room/data=!4m2!3m1!1s0x808580b84d198807:0x8b05b56eb56bb7de!10m1!1e1,,,,,,,,,
464,Brick & Mortar Music Hall,Event venue,37.769711,-122.420421,"1710 Mission St, San Francisco, CA 94103",https://www.google.com/maps/place/Brick+%26+Mortar+Music+Hall/data=!4m2!3m1!1s0x808f7e20e3e2625d:0x1a0cdab648db727b!10m1!1e1,,,,,,,,,
465,SFJAZZ,Live music venue,37.776435,-122.421631,"201 Franklin St, San Francisco, CA 94102",https://www.google.com/maps/place/SFJAZZ/data=!4m2!3m1!1s0x808580613cc89d4b:0xcf678083be8c496d!10m1!1e1,,,,,,,,,
466,The Independent,Live music venue,37.775532,-122.4376,"628 Divisadero St, San Francisco, CA 94117",https://www.google.com/maps/place/The+Independent/data=!4m2!3m1!1s0x808580afd19e7523:0x745f4b1b9f94e4bd!10m1!1e1,,,,,,,,,
467,August Hall,Live music venue,37.787619,-122.409814,"420 Mason St, San Francisco, CA 94102",https://www.google.com/maps/place/August+Hall/data=!4m2!3m1!1s0x8085808ef9f24ce5:0xc1b64fe9abf9792b!10m1!1e1,,,,,,,,,
468,Neck of the Woods,Live music venue,37.783124,-122.463728,"406 Clement St, San Francisco, CA 94118",https://www.google.com/maps/place/Neck+of+the+Woods/data=!4m2!3m1!1s0x8085873c0a147cb3:0x27169a0d13e65442!10m1!1e1,,,,,,,,,
469,The Fillmore,Live music venue,37.783926,-122.433072,"1805 Geary Blvd, San Francisco, CA 94115",https://www.google.com/maps/place/The+Fillmore/data=!4m2!3m1!1s0x808580b9b206613b:0x44d95eb9bc33774!10m1!1e1,,,,,,,,,
470,Mr. Tipple's Jazz Club,Live music venue,37.77637,-122.418585,"39 Fell St, San Francisco, CA 94102",https://www.google.com/maps/place/Mr.+Tipple's+Jazz+Club/data=!4m2!3m1!1s0x8085809ea7ae3f8d:0xfd07c446f2b087ca!10m1!1e1,,,,,,,,,
471,Golden Gate Fields,Racecourse,37.884109,-122.311801,"1100 Eastshore Hwy, Berkeley, CA 94710",https://www.google.com/maps/place/Golden+Gate+Fields/data=!4m2!3m1!1s0x808578d58b671149:0xe2388b4082bde0ce!10m1!1e1,,,,,,,,,
472,Antioch Speedway,Car racing track,38.008064,-121.821553,"1201 W 10th St, Antioch, CA 94509",https://www.google.com/maps/place/Antioch+Speedway/data=!4m2!3m1!1s0x808559db0e0a2efb:0x3220d3bb36aa667a!10m1!1e1,,,,,,,,,
473,Petaluma Fairgrounds Speedway,Car racing track,38.241757,-122.626914,"100 Fairgrounds Dr, Petaluma, CA 94952",https://www.google.com/maps/place/Petaluma+Fairgrounds+Speedway/data=!4m2!3m1!1s0x8085b4012074566f:0x4df48c2576cfb4e9!10m1!1e1,,,,,,,,,
474,California Ski Company,Ski shop,37.879655,-122.300797,"843 Gilman St, Berkeley, CA 94710",https://www.google.com/maps/place/California+Ski+Company/data=!4m2!3m1!1s0x80857ed1f2457f9f:0xcacc2f608733c3d!10m1!1e1,,,,,,,,,
475,The Ski Renter of Mountain View,Ski rental service,37.417623,-122.096955,"897 Independence Ave #1c, Mountain View, CA 94043",https://www.google.com/maps/place/The+Ski+Renter+of+Mountain+View/data=!4m2!3m1!1s0x808fb72c0ab16cc5:0xceb8ad2edd72d56b!10m1!1e1,,,,,,,,,
476,REI,Camping store,37.879112,-122.296137,"1338 San Pablo Ave, Berkeley, CA 94702",https://www.google.com/maps/place/REI/data=!4m2!3m1!1s0x80857ecf027d8dd7:0x12b2d505a961cbaf!10m1!1e1,,,,,,,,,
477,Dodge Ridge Mountain Resort,Ski resort,38.189803,-119.955864,"1 Dodge Ridge Rd, Pinecrest, CA 95364",https://www.google.com/maps/place/Dodge+Ridge+Mountain+Resort/data=!4m2!3m1!1s0x8097480725175403:0xfcf847cb8ef7048f!10m1!1e1,,,,,,,,,
478,Heavenly Mountain Resort - California Lodge,Ski resort,38.934923,-119.940278,"3860 Saddle Rd, South Lake Tahoe, CA 96150",https://www.google.com/maps/place/Heavenly+Mountain+Resort+-+California+Lodge/data=!4m2!3m1!1s0x80999044afd5ad6b:0x81f85ee0ddf8ee98!10m1!1e1,,,,,,,,,
479,Badger Pass Ski Area,Ski resort,37.662268,-119.663365,"7082 Glacier Point Rd, Yosemite National Park, CA 95389",https://www.google.com/maps/place/Badger+Pass+Ski+Area/data=!4m2!3m1!1s0x8096f243c4ca88d5:0xa5b7ff277137c44a!10m1!1e1,,,,,,,,,
480,Homewood Mountain Resort,Ski resort,39.085583,-120.160539,"5145 W Lake Blvd, Homewood, CA 96141",https://www.google.com/maps/place/Homewood+Mountain+Resort/data=!4m2!3m1!1s0x80997fda4762005f:0x73b0c46aa0c1068d!10m1!1e1,,,,,,,,,
481,China Peak Mountain Resort,Ski resort,37.236436,-119.157371,"59265 CA-168, Lakeshore, CA 93634",https://www.google.com/maps/place/China+Peak+Mountain+Resort/data=!4m2!3m1!1s0x80945e2455555555:0x57f853e3109a87c9!10m1!1e1,,,,,,,,,
482,Palisades Tahoe,Ski resort,39.190609,-120.248391,"1960 Squaw Valley Road, Olympic Valley, CA 96146",https://www.google.com/maps/place/Palisades+Tahoe/data=!4m2!3m1!1s0x809bd9ecf08f263d:0x30be88f09785170f!10m1!1e1,,,,,,,,,
483,Iron Mountain Sno-Park,Ski resort,38.628838,-120.214878,"Iron Mountain Rd, Kyburz, CA 95720",https://www.google.com/maps/place/Iron+Mountain+Sno-Park/data=!4m2!3m1!1s0x809a1c4927da612f:0x6e9f078d538249b2!10m1!1e1,,,,,,,,,
484,Alpine Base Area at Palisades Tahoe,Ski resort,39.164617,-120.238686,"2600 Alpine Meadows Rd, Alpine Meadows, CA 96146",https://www.google.com/maps/place/Alpine+Base+Area+at+Palisades+Tahoe/data=!4m2!3m1!1s0x809bd747aaf6d5d5:0x899da9661d407225!10m1!1e1,,,,,,,,,
485,Sierra-at-Tahoe Resort,Ski resort,38.800243,-120.080404,"1111 Sierra-At-Tahoe Rd, Twin Bridges, CA 95735",https://www.google.com/maps/place/Sierra-at-Tahoe+Resort/data=!4m2!3m1!1s0x80998b70d74f335b:0x68d53545553f53f0!10m1!1e1,,,,,,,,,
486,Granlibakken Ski & Sled Hill,Ski resort,39.154016,-120.154789,"Ski Hill, 725 Granlibakken Rd, Tahoe City, CA 96145",https://www.google.com/maps/place/Granlibakken+Ski+%26+Sled+Hill/data=!4m2!3m1!1s0x80997d88a3630ec7:0x30c3373b77f6c7b4!10m1!1e1,,,,,,,,,
487,Kirkwood Mountain Resort,Ski resort,38.684751,-120.065166,"1501 Kirkwood Meadows Dr, Kirkwood, CA 95646",https://www.google.com/maps/place/Kirkwood+Mountain+Resort/data=!4m2!3m1!1s0x8099f14d46e30fcb:0x8b5defcad7b5e59f!10m1!1e1,,,,,,,,,
488,Sports Basement Walnut Creek,Sporting goods store,37.918671,-122.036828,"1881 Ygnacio Valley Rd, Walnut Creek, CA 94598",https://www.google.com/maps/place/Sports+Basement+Walnut+Creek/data=!4m2!3m1!1s0x80856052957c2325:0x7207a06efe655eea!10m1!1e1,,,,,,,,,
489,Sports Basement San Ramon,Sporting goods store,37.761909,-121.953081,"1041 Market Pl, San Ramon, CA 94583",https://www.google.com/maps/place/Sports+Basement+San+Ramon/data=!4m2!3m1!1s0x808ff28202605f5f:0xf378ee8e3a82f5a3!10m1!1e1,,,,,,,,,
